,ID,Robocrys_description,N_tokens,SG,SG_symbol,Crystal_system,Structure_types
904,mp-1561,"TbSe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Tb2+ is bonded to six equivalent Se2- atoms to form a mixture of edge and corner-sharing TbSe6 octahedra. The corner-sharing octahedra are not tilted. All Tb-Se bond lengths are 2.88 Å. Se2- is bonded to six equivalent Tb2+ atoms to form a mixture of edge and corner-sharing SeTb6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
905,mp-1674,"PrSe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Pr2+ is bonded to six equivalent Se2- atoms to form a mixture of edge and corner-sharing PrSe6 octahedra. The corner-sharing octahedra are not tilted. All Pr-Se bond lengths are 3.01 Å. Se2- is bonded to six equivalent Pr2+ atoms to form a mixture of edge and corner-sharing SePr6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
906,mp-1688,"ErAs is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Er3+ is bonded to six equivalent As3- atoms to form a mixture of edge and corner-sharing ErAs6 octahedra. The corner-sharing octahedra are not tilted. All Er-As bond lengths are 2.87 Å. As3- is bonded to six equivalent Er3+ atoms to form a mixture of edge and corner-sharing AsEr6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
907,mp-19009,"NiO is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Ni2+ is bonded to six equivalent O2- atoms to form a mixture of corner and edge-sharing NiO6 octahedra. The corner-sharing octahedra are not tilted. All Ni-O bond lengths are 2.09 Å. O2- is bonded to six equivalent Ni2+ atoms to form a mixture of corner and edge-sharing ONi6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
908,mp-2083,IrSn2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Ir is bonded in a body-centered cubic geometry to eight equivalent Sn atoms. All Ir-Sn bond lengths are 2.76 Å. Sn is bonded to four equivalent Ir atoms to form a mixture of corner and edge-sharing SnIr4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
909,mp-20969,"NpSb is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Np3+ is bonded to six equivalent Sb3- atoms to form a mixture of edge and corner-sharing NpSb6 octahedra. The corner-sharing octahedra are not tilted. All Np-Sb bond lengths are 3.14 Å. Sb3- is bonded to six equivalent Np3+ atoms to form a mixture of edge and corner-sharing SbNp6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
910,mp-2186,"NpAs is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Np3+ is bonded to six equivalent As3- atoms to form a mixture of edge and corner-sharing NpAs6 octahedra. The corner-sharing octahedra are not tilted. All Np-As bond lengths are 2.93 Å. As3- is bonded to six equivalent Np3+ atoms to form a mixture of edge and corner-sharing AsNp6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
911,mp-2288,"PuSe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Pu is bonded to six equivalent Se atoms to form a mixture of corner and edge-sharing PuSe6 octahedra. The corner-sharing octahedra are not tilted. All Pu-Se bond lengths are 2.94 Å. Se is bonded to six equivalent Pu atoms to form a mixture of corner and edge-sharing SePu6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
912,mp-22921,"BiTb is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Tb is bonded to six equivalent Bi atoms to form a mixture of edge and corner-sharing TbBi6 octahedra. The corner-sharing octahedra are not tilted. All Tb-Bi bond lengths are 3.17 Å. Bi is bonded to six equivalent Tb atoms to form a mixture of edge and corner-sharing BiTb6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
913,mp-23300,"Bi(Nd) is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Nd is bonded to six equivalent Bi atoms to form a mixture of corner and edge-sharing NdBi6 octahedra. The corner-sharing octahedra are not tilted. All Nd-Bi bond lengths are 3.26 Å. Bi is bonded to six equivalent Nd atoms to form a mixture of corner and edge-sharing BiNd6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
914,mp-24084,"HK1 is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. K1+ is bonded to six equivalent H1- atoms to form a mixture of corner and edge-sharing KH6 octahedra. The corner-sharing octahedra are not tilted. All K-H bond lengths are 2.84 Å. H1- is bonded to six equivalent K1+ atoms to form a mixture of corner and edge-sharing HK6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
915,mp-24650,YH2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Y is bonded in a body-centered cubic geometry to eight equivalent H atoms. All Y-H bond lengths are 2.25 Å. H is bonded to four equivalent Y atoms to form a mixture of corner and edge-sharing HY4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
916,mp-2784,Na2Te is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Na1+ is bonded to four equivalent Te2- atoms to form a mixture of corner and edge-sharing NaTe4 tetrahedra. All Na-Te bond lengths are 3.15 Å. Te2- is bonded in a body-centered cubic geometry to eight equivalent Na1+ atoms.,50,225,Fm-3m,cubic,Fluorite
917,mp-463,"KF is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. K1+ is bonded to six equivalent F1- atoms to form a mixture of edge and corner-sharing KF6 octahedra. The corner-sharing octahedra are not tilted. All K-F bond lengths are 2.65 Å. F1- is bonded to six equivalent K1+ atoms to form a mixture of edge and corner-sharing FK6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
918,mp-464,"HoSe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Ho is bonded to six equivalent Se atoms to form a mixture of corner and edge-sharing HoSe6 octahedra. The corner-sharing octahedra are not tilted. All Ho-Se bond lengths are 2.85 Å. Se is bonded to six equivalent Ho atoms to form a mixture of corner and edge-sharing SeHo6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
919,mp-510403,"GdSb is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Gd3+ is bonded to six equivalent Sb3- atoms to form a mixture of edge and corner-sharing GdSb6 octahedra. The corner-sharing octahedra are not tilted. All Gd-Sb bond lengths are 3.14 Å. Sb3- is bonded to six equivalent Gd3+ atoms to form a mixture of edge and corner-sharing SbGd6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
920,mp-710,"PSm is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Sm3+ is bonded to six equivalent P3- atoms to form a mixture of corner and edge-sharing SmP6 octahedra. The corner-sharing octahedra are not tilted. All Sm-P bond lengths are 2.91 Å. P3- is bonded to six equivalent Sm3+ atoms to form a mixture of corner and edge-sharing PSm6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
921,mp-8772,ScB12 crystallizes in the cubic Fm̅3m space group. Sc is bonded in a 24-coordinate geometry to twenty-four equivalent B atoms. All Sc-B bond lengths are 2.75 Å. B is bonded in a 7-coordinate geometry to two equivalent Sc and five equivalent B atoms. There is one shorter (1.69 Å) and four longer (1.77 Å) B-B bond lengths.,57,225,Fm-3m,cubic,
922,mp-931,"PTh is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Th3+ is bonded to six equivalent P3- atoms to form a mixture of edge and corner-sharing ThP6 octahedra. The corner-sharing octahedra are not tilted. All Th-P bond lengths are 2.93 Å. P3- is bonded to six equivalent Th3+ atoms to form a mixture of edge and corner-sharing PTh6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
923,mp-1132,"CdO is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Cd2+ is bonded to six equivalent O2- atoms to form a mixture of corner and edge-sharing CdO6 octahedra. The corner-sharing octahedra are not tilted. All Cd-O bond lengths are 2.36 Å. O2- is bonded to six equivalent Cd2+ atoms to form a mixture of corner and edge-sharing OCd6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
924,mp-1315,"MgS is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Mg2+ is bonded to six equivalent S2- atoms to form a mixture of edge and corner-sharing MgS6 octahedra. The corner-sharing octahedra are not tilted. All Mg-S bond lengths are 2.60 Å. S2- is bonded to six equivalent Mg2+ atoms to form a mixture of edge and corner-sharing SMg6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
925,mp-1453,"NdSe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Nd2+ is bonded to six equivalent Se2- atoms to form a mixture of edge and corner-sharing NdSe6 octahedra. The corner-sharing octahedra are not tilted. All Nd-Se bond lengths are 2.99 Å. Se2- is bonded to six equivalent Nd2+ atoms to form a mixture of edge and corner-sharing SeNd6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
926,mp-1525,"CeTe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Ce2+ is bonded to six equivalent Te2- atoms to form a mixture of corner and edge-sharing CeTe6 octahedra. The corner-sharing octahedra are not tilted. All Ce-Te bond lengths are 3.21 Å. Te2- is bonded to six equivalent Ce2+ atoms to form a mixture of corner and edge-sharing TeCe6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
927,mp-1560,"LaTe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. La2+ is bonded to six equivalent Te2- atoms to form a mixture of corner and edge-sharing LaTe6 octahedra. The corner-sharing octahedra are not tilted. All La-Te bond lengths are 3.25 Å. Te2- is bonded to six equivalent La2+ atoms to form a mixture of corner and edge-sharing TeLa6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
928,mp-1597,UO2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. U4+ is bonded in a body-centered cubic geometry to eight equivalent O2- atoms. All U-O bond lengths are 2.36 Å. O2- is bonded to four equivalent U4+ atoms to form a mixture of corner and edge-sharing OU4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
929,mp-20587,"EuS is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Eu2+ is bonded to six equivalent S2- atoms to form a mixture of corner and edge-sharing EuS6 octahedra. The corner-sharing octahedra are not tilted. All Eu-S bond lengths are 2.94 Å. S2- is bonded to six equivalent Eu2+ atoms to form a mixture of corner and edge-sharing SEu6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
930,mp-22867,"RbBr is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Rb1+ is bonded to six equivalent Br1- atoms to form a mixture of edge and corner-sharing RbBr6 octahedra. The corner-sharing octahedra are not tilted. All Rb-Br bond lengths are 3.46 Å. Br1- is bonded to six equivalent Rb1+ atoms to form a mixture of edge and corner-sharing BrRb6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
931,mp-23193,"KCl is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. K1+ is bonded to six equivalent Cl1- atoms to form a mixture of corner and edge-sharing KCl6 octahedra. The corner-sharing octahedra are not tilted. All K-Cl bond lengths are 3.14 Å. Cl1- is bonded to six equivalent K1+ atoms to form a mixture of corner and edge-sharing ClK6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
932,mp-23241,"YBi is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Y3+ is bonded to six equivalent Bi3- atoms to form a mixture of edge and corner-sharing YBi6 octahedra. The corner-sharing octahedra are not tilted. All Y-Bi bond lengths are 3.17 Å. Bi3- is bonded to six equivalent Y3+ atoms to form a mixture of edge and corner-sharing BiY6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
933,mp-2364,PaO2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Pa4+ is bonded in a body-centered cubic geometry to eight equivalent O2- atoms. All Pa-O bond lengths are 2.35 Å. O2- is bonded to four equivalent Pa4+ atoms to form a mixture of edge and corner-sharing OPa4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
934,mp-2423,"US is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. U2+ is bonded to six equivalent S2- atoms to form a mixture of edge and corner-sharing US6 octahedra. The corner-sharing octahedra are not tilted. All U-S bond lengths are 2.81 Å. S2- is bonded to six equivalent U2+ atoms to form a mixture of edge and corner-sharing SU6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
935,mp-24728,VH2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. V2+ is bonded in a body-centered cubic geometry to eight equivalent H1- atoms. All V-H bond lengths are 1.82 Å. H1- is bonded to four equivalent V2+ atoms to form a mixture of edge and corner-sharing HV4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
936,mp-2616,NpO2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Np4+ is bonded in a body-centered cubic geometry to eight equivalent O2- atoms. All Np-O bond lengths are 2.35 Å. O2- is bonded to four equivalent Np4+ atoms to form a mixture of edge and corner-sharing ONp4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
937,mp-2758,"SrSe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Sr2+ is bonded to six equivalent Se2- atoms to form a mixture of edge and corner-sharing SrSe6 octahedra. The corner-sharing octahedra are not tilted. All Sr-Se bond lengths are 3.14 Å. Se2- is bonded to six equivalent Sr2+ atoms to form a mixture of edge and corner-sharing SeSr6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
938,mp-2857,"ScN is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Sc3+ is bonded to six equivalent N3- atoms to form a mixture of edge and corner-sharing ScN6 octahedra. The corner-sharing octahedra are not tilted. All Sc-N bond lengths are 2.26 Å. N3- is bonded to six equivalent Sc3+ atoms to form a mixture of edge and corner-sharing NSc6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
939,mp-504731,EuF2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Eu2+ is bonded in a body-centered cubic geometry to eight equivalent F1- atoms. All Eu-F bond lengths are 2.51 Å. F1- is bonded to four equivalent Eu2+ atoms to form a mixture of corner and edge-sharing FEu4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
940,mp-516,"LuSb is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Lu3+ is bonded to six equivalent Sb3- atoms to form a mixture of edge and corner-sharing LuSb6 octahedra. The corner-sharing octahedra are not tilted. All Lu-Sb bond lengths are 3.04 Å. Sb3- is bonded to six equivalent Lu3+ atoms to form a mixture of edge and corner-sharing SbLu6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
941,mp-567580,"PaC is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Pa4+ is bonded to six equivalent C4- atoms to form a mixture of edge and corner-sharing PaC6 octahedra. The corner-sharing octahedra are not tilted. All Pa-C bond lengths are 2.54 Å. C4- is bonded to six equivalent Pa4+ atoms to form a mixture of edge and corner-sharing CPa6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
942,mp-749,"SmN is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Sm3+ is bonded to six equivalent N3- atoms to form a mixture of edge and corner-sharing SmN6 octahedra. The corner-sharing octahedra are not tilted. All Sm-N bond lengths are 2.53 Å. N3- is bonded to six equivalent Sm3+ atoms to form a mixture of edge and corner-sharing NSm6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
943,mp-8041,Rb2S is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Rb1+ is bonded to four equivalent S2- atoms to form a mixture of edge and corner-sharing RbS4 tetrahedra. All Rb-S bond lengths are 3.37 Å. S2- is bonded in a body-centered cubic geometry to eight equivalent Rb1+ atoms.,50,225,Fm-3m,cubic,Fluorite
944,mp-926,"PPu is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Pu3+ is bonded to six equivalent P3- atoms to form a mixture of edge and corner-sharing PuP6 octahedra. The corner-sharing octahedra are not tilted. All Pu-P bond lengths are 2.85 Å. P3- is bonded to six equivalent Pu3+ atoms to form a mixture of edge and corner-sharing PPu6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
945,mp-971,K2O is Fluorite structured and crystallizes in the orthorhombic Pnnm space group. K1+ is bonded to four equivalent O2- atoms to form a mixture of edge and corner-sharing KO4 tetrahedra. There are a spread of K-O bond distances ranging from 2.75-2.77 Å. O2- is bonded in a body-centered cubic geometry to eight equivalent K1+ atoms.,55,225,Fm-3m,cubic,Fluorite
946,mp-1007,"DySb is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Dy3+ is bonded to six equivalent Sb3- atoms to form a mixture of edge and corner-sharing DySb6 octahedra. The corner-sharing octahedra are not tilted. All Dy-Sb bond lengths are 3.10 Å. Sb3- is bonded to six equivalent Dy3+ atoms to form a mixture of edge and corner-sharing SbDy6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
947,mp-10622,"PrAs is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Pr3+ is bonded to six equivalent As3- atoms to form a mixture of corner and edge-sharing PrAs6 octahedra. The corner-sharing octahedra are not tilted. All Pr-As bond lengths are 3.05 Å. As3- is bonded to six equivalent Pr3+ atoms to form a mixture of corner and edge-sharing AsPr6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
948,mp-1086,"TaC is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Ta4+ is bonded to six equivalent C4- atoms to form a mixture of edge and corner-sharing TaC6 octahedra. The corner-sharing octahedra are not tilted. All Ta-C bond lengths are 2.23 Å. C4- is bonded to six equivalent Ta4+ atoms to form a mixture of edge and corner-sharing CTa6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
949,mp-1103476,DyB12 crystallizes in the cubic Fm̅3m space group. Dy is bonded in a 24-coordinate geometry to twenty-four equivalent B atoms. All Dy-B bond lengths are 2.78 Å. B is bonded in a 7-coordinate geometry to two equivalent Dy and five equivalent B atoms. There is one shorter (1.72 Å) and four longer (1.79 Å) B-B bond lengths.,57,225,Fm-3m,cubic,
950,mp-1104066,TbB12 crystallizes in the cubic Fm̅3m space group. Tb is bonded in a 24-coordinate geometry to twenty-four equivalent B atoms. All Tb-B bond lengths are 2.79 Å. B is bonded in a 7-coordinate geometry to two equivalent Tb and five equivalent B atoms. There is one shorter (1.72 Å) and four longer (1.79 Å) B-B bond lengths.,57,225,Fm-3m,cubic,
951,mp-1144,"ErP is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Er3+ is bonded to six equivalent P3- atoms to form a mixture of corner and edge-sharing ErP6 octahedra. The corner-sharing octahedra are not tilted. All Er-P bond lengths are 2.80 Å. P3- is bonded to six equivalent Er3+ atoms to form a mixture of corner and edge-sharing PEr6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
952,mp-1784,"CsF is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Cs1+ is bonded to six equivalent F1- atoms to form a mixture of corner and edge-sharing CsF6 octahedra. The corner-sharing octahedra are not tilted. All Cs-F bond lengths are 3.01 Å. F1- is bonded to six equivalent Cs1+ atoms to form a mixture of corner and edge-sharing FCs6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
953,mp-1959,PuO2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Pu4+ is bonded in a body-centered cubic geometry to eight equivalent O2- atoms. All Pu-O bond lengths are 2.32 Å. O2- is bonded to four equivalent Pu4+ atoms to form a mixture of edge and corner-sharing OPu4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
954,mp-19962,PtSn2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Pt is bonded in a body-centered cubic geometry to eight equivalent Sn atoms. All Pt-Sn bond lengths are 2.81 Å. Sn is bonded to four equivalent Pt atoms to form a mixture of corner and edge-sharing SnPt4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
955,mp-2086,"PuS is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Pu is bonded to six equivalent S atoms to form a mixture of edge and corner-sharing PuS6 octahedra. The corner-sharing octahedra are not tilted. All Pu-S bond lengths are 2.82 Å. S is bonded to six equivalent Pu atoms to form a mixture of edge and corner-sharing SPu6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
956,mp-21075,"HfC is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Hf4+ is bonded to six equivalent C4- atoms to form a mixture of edge and corner-sharing HfC6 octahedra. The corner-sharing octahedra are not tilted. All Hf-C bond lengths are 2.32 Å. C4- is bonded to six equivalent Hf4+ atoms to form a mixture of edge and corner-sharing CHf6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
957,mp-2154,"CeP is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Ce3+ is bonded to six equivalent P3- atoms to form a mixture of edge and corner-sharing CeP6 octahedra. The corner-sharing octahedra are not tilted. All Ce-P bond lengths are 2.96 Å. P3- is bonded to six equivalent Ce3+ atoms to form a mixture of edge and corner-sharing PCe6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
958,mp-2281,"SmSb is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Sm3+ is bonded to six equivalent Sb3- atoms to form a mixture of edge and corner-sharing SmSb6 octahedra. The corner-sharing octahedra are not tilted. All Sm-Sb bond lengths are 3.16 Å. Sb3- is bonded to six equivalent Sm3+ atoms to form a mixture of edge and corner-sharing SbSm6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
959,mp-2286,Li2Se is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Li1+ is bonded to four equivalent Se2- atoms to form a mixture of edge and corner-sharing LiSe4 tetrahedra. All Li-Se bond lengths are 2.58 Å. Se2- is bonded in a body-centered cubic geometry to eight equivalent Li1+ atoms.,50,225,Fm-3m,cubic,Fluorite
960,mp-2379,CoSi2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Co is bonded in a body-centered cubic geometry to eight equivalent Si atoms. All Co-Si bond lengths are 2.30 Å. Si is bonded to four equivalent Co atoms to form a mixture of distorted corner and edge-sharing SiCo4 tetrahedra.,51,225,Fm-3m,cubic,Fluorite
961,mp-24096,NdH2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Nd2+ is bonded in a body-centered cubic geometry to eight equivalent H1- atoms. All Nd-H bond lengths are 2.38 Å. H1- is bonded to four equivalent Nd2+ atoms to form a mixture of edge and corner-sharing HNd4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
962,mp-24288,LuH2 is Fluorite structured and crystallizes in the cubic Fm̅3m space group. Lu is bonded in a body-centered cubic geometry to eight equivalent H atoms. All Lu-H bond lengths are 2.16 Å. H is bonded to four equivalent Lu atoms to form a mixture of corner and edge-sharing HLu4 tetrahedra.,50,225,Fm-3m,cubic,Fluorite
963,mp-2489,"UC1 is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. U4+ is bonded to six equivalent C4- atoms to form a mixture of edge and corner-sharing UC6 octahedra. The corner-sharing octahedra are not tilted. All U-C bond lengths are 2.47 Å. C4- is bonded to six equivalent U4+ atoms to form a mixture of edge and corner-sharing CU6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
964,mp-542583,"EuTe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Eu2+ is bonded to six equivalent Te2- atoms to form a mixture of corner and edge-sharing EuTe6 octahedra. The corner-sharing octahedra are not tilted. All Eu-Te bond lengths are 3.28 Å. Te2- is bonded to six equivalent Eu2+ atoms to form a mixture of corner and edge-sharing TeEu6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
965,mp-568059,"BiLu is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Lu3+ is bonded to six equivalent Bi3- atoms to form a mixture of edge and corner-sharing LuBi6 octahedra. The corner-sharing octahedra are not tilted. All Lu-Bi bond lengths are 3.10 Å. Bi3- is bonded to six equivalent Lu3+ atoms to form a mixture of edge and corner-sharing BiLu6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
966,mp-627,"NpSe is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Np is bonded to six equivalent Se atoms to form a mixture of edge and corner-sharing NpSe6 octahedra. The corner-sharing octahedra are not tilted. All Np-Se bond lengths are 2.92 Å. Se is bonded to six equivalent Np atoms to form a mixture of edge and corner-sharing SeNp6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
967,mp-631,"TiC is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Ti4+ is bonded to six equivalent C4- atoms to form a mixture of edge and corner-sharing TiC6 octahedra. The corner-sharing octahedra are not tilted. All Ti-C bond lengths are 2.17 Å. C4- is bonded to six equivalent Ti4+ atoms to form a mixture of edge and corner-sharing CTi6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
968,mp-1065,"LaSb is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. La3+ is bonded to six equivalent Sb3- atoms to form a mixture of edge and corner-sharing LaSb6 octahedra. The corner-sharing octahedra are not tilted. All La-Sb bond lengths are 3.28 Å. Sb3- is bonded to six equivalent La3+ atoms to form a mixture of edge and corner-sharing SbLa6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
969,mp-10688,"CeO is Halite, Rock Salt structured and crystallizes in the cubic Fm̅3m space group. Ce2+ is bonded to six equivalent O2- atoms to form a mixture of edge and corner-sharing CeO6 octahedra. The corner-sharing octahedra are not tilted. All Ce-O bond lengths are 2.48 Å. O2- is bonded to six equivalent Ce2+ atoms to form a mixture of edge and corner-sharing OCe6 octahedra. The corner-sharing octahedra are not tilted.",69,225,Fm-3m,cubic,"Halite, Rock Salt"
